token,count,coverage_percent
724187496,1,0.00
33521896,1,0.00
glgl0700,1,0.00
335374851,1,0.00
genry,1,0.00
a8586852,1,0.00
8586852,1,0.00
madui,1,0.00
baisytracy,1,0.00
69581428,1,0.00
094516,1,0.00
seventwo,1,0.00
seventwo_917,1,0.00
w7685201,1,0.00
610838006,1,0.00
254102587,1,0.00
chenyj012345,1,0.00
dengsclq123,1,0.00
361700520,1,0.00
594020148,1,0.00
13589043205,1,0.00
zgh134679,1,0.00
20100126,1,0.00
zhu20100126,1,0.00
lianziguaiguai,1,0.00
imeiguo,1,0.00
yh871010,1,0.00
2567874,1,0.00
b2567874,1,0.00
3491369,1,0.00
xuji3491369,1,0.00
tinall,1,0.00
66797718,1,0.00
hehe90415,1,0.00
hotklk,1,0.00
21212456,1,0.00
751051351,1,0.00
dsfewg23,1,0.00
dsfewg,1,0.00
wangjuanxiu,1,0.00
pxw881206,1,0.00
1324846955,1,0.00
cryram,1,0.00
lansemake,1,0.00
ywstctw,1,0.00
mengxiangchen,1,0.00
7747703,1,0.00
s7747703,1,0.00
rickykenly,1,0.00
dreamgoly,1,0.00
gp11111111,1,0.00
qinian898696,1,0.00
898696,1,0.00
qinian,1,0.00
waycom,1,0.00
wsyzzw,1,0.00
wsyzzw00,1,0.00
254426659,1,0.00
pkwindows,1,0.00
live009350,1,0.00
009350,1,0.00
bloodyslayer,1,0.00
smallzhao,1,0.00
dsnmyhg7,1,0.00
moqicenxuan,1,0.00
edwiin,1,0.00
290831007,1,0.00
jwhlxl,1,0.00
540256687,1,0.00
3955326,1,0.00
iamdazhe_1,1,0.00
iamdazhe,1,0.00
csh2010n,1,0.00
181571,1,0.00
326675502,1,0.00
jchen123456,1,0.00
luxiujun,1,0.00
luxiujun5315,1,0.00
309290361,1,0.00
zhaoyifang,1,0.00
sujinchun,1,0.00
dapao003,1,0.00
aajjkk,1,0.00
85962818,1,0.00
wangyu_00001,1,0.00
pvontek,1,0.00
78688637,1,0.00
zjhndhg,1,0.00
wucs,1,0.00
wucs0329,1,0.00
030118,1,0.00
indexbobo,1,0.00
liubao1987421,1,0.00
156371023,1,0.00
xiang137261,1,0.00
137261,1,0.00
myh10086,1,0.00
783588,1,0.00
woshitianchong,1,0.00
0903484,1,0.00
g0903484,1,0.00
zhengcunyu,1,0.00
haizaohaizao,1,0.00
wohuyunhai,1,0.00
edison_xu2010,1,0.00
xu2010,1,0.00
qqwwe,1,0.00
119913,1,0.00
ytw119913,1,0.00
jadlbo,1,0.00
124261426,1,0.00
josco,1,0.00
zfxfqhzmh,1,0.00
13377691261,1,0.00
lizejun110,1,0.00
2nimen,1,0.00
wangqi2nimen,1,0.00
mygodness123,1,0.00
mygodness,1,0.00
hutao567,1,0.00
661122,1,0.00
19690206,1,0.00
jmlwh,1,0.00
klgyx,1,0.00
wangdatou22,1,0.00
wangdatou,1,0.00
jkoh,1,0.00
3680888,1,0.00
a3680888,1,0.00
wd236623,1,0.00
waoh79,1,0.00
waoh,1,0.00
quxiaoyang,1,0.00
985898290,1,0.00
69675841,1,0.00
online16,1,0.00
aprilcxn,1,0.00
seeyige,1,0.00
daitiancheng,1,0.00
bjdashang,1,0.00
63301663,1,0.00
hxy615867683hxy,1,0.00
615867683,1,0.00
87653,1,0.00
weijin87653,1,0.00
03030,1,0.00
jiajia03030,1,0.00
sbitfk123,1,0.00
ahbzwshx,1,0.00
ico,1,0.00
ico790328,1,0.00
baifudong,1,0.00
baifudong009,1,0.00
53521389,1,0.00
502884842,1,0.00
pccdy,1,0.00
mingtiandong,1,0.00
zhuwuhe,1,0.00
20210263,1,0.00
zhdan2012,1,0.00
baoshan2571117,1,0.00
2571117,1,0.00
yorkli,1,0.00
197605,1,0.00
a13032686499,1,0.00
568828335,1,0.00
383876293,1,0.00
qin246328,1,0.00
246328,1,0.00
fdlin,1,0.00
fdlin1234,1,0.00
bxflmz918,1,0.00
bxflmz,1,0.00
godo,1,0.00
martintech,1,0.00
wong0921,1,0.00
kylqn,1,0.00
814093889,1,0.00
haorenxulingzhi,1,0.00
2010016,1,0.00
new2010016,1,0.00
sos111222333,1,0.00
xfzmd145,1,0.00
xfzmd,1,0.00
36254015,1,0.00
chen36254015,1,0.00
0502313,1,0.00
cjl0502313,1,0.00
lc841123,1,0.00
425512945,1,0.00
wanglifeng30,1,0.00
tanxiangrui,1,0.00
shu197749,1,0.00
197749,1,0.00
a963852741a,1,0.00
jxl198278,1,0.00
rovaoera,1,0.00
20100127,1,0.00
gui20100127,1,0.00
liyanmin89,1,0.00
guoqing0801,1,0.00
hyqgu,1,0.00
loveqiaoli,1,0.00
liuzhaoye,1,0.00
tubaobao1218,1,0.00
shengchengdaima,1,0.00
leipeng21,1,0.00
xiaojingcai,1,0.00
zzh802316,1,0.00
802316,1,0.00
wuya99999,1,0.00
a0369630,1,0.00
bzj781129,1,0.00
ilovemifei,1,0.00
5221288,1,0.00
abc5221288,1,0.00
1047601317,1,0.00
zxhzhao110,1,0.00
zxhzhao,1,0.00
rlathdqhd,1,0.00
12026214,1,0.00
947301602,1,0.00
274253256,1,0.00
xwyxjtu,1,0.00
rilakdn,1,0.00
andyzaq,1,0.00
thdhart,1,0.00
263343799,1,0.00
shiux,1,0.00
617484997,1,0.00
yanzyanz,1,0.00
494962400,1,0.00
wzj123wzj123,1,0.00
c7981152,1,0.00
7981152,1,0.00
735932866,1,0.00
fehee,1,0.00
jhdick,1,0.00
331211286,1,0.00
linna2010,1,0.00
kokokoyyy,1,0.00
uvwxyz789,1,0.00
uvwxyz,1,0.00
sophiazby,1,0.00
25489758,1,0.00
sunjun1104,1,0.00
marrcas,1,0.00
tanyande,1,0.00
dongdong831007,1,0.00
775887734,1,0.00
386068999,1,0.00
yuiopqwert,1,0.00
jingshijiming,1,0.00
aatsingna,1,0.00
lilin321,1,0.00
xiaoanhan,1,0.00
softjavadht,1,0.00
115359511,1,0.00
562713328,1,0.00
08512003,1,0.00
6453338,1,0.00
feipengzh,1,0.00
guyajun,1,0.00
xsjxsg2010,1,0.00
455362051,1,0.00
yy564000,1,0.00
564000,1,0.00
gsj292866,1,0.00
292866,1,0.00
daant,1,0.00
wwwgggccc,1,0.00
812810705,1,0.00
ghqzzz,1,0.00
ghqzzz123,1,0.00
4441901,1,0.00
zhangbo4441901,1,0.00
wuhuqu,1,0.00
geedstar,1,0.00
geedstar3g,1,0.00
xsdz,1,0.00
01185125,1,0.00
liuyk,1,0.00
jingtianshiji,1,0.00
413235583,1,0.00
chenzheng189,1,0.00
dujian731,1,0.00
zfylxq,1,0.00
chenqianterry,1,0.00
cololee,1,0.00
testest,1,0.00
testest0x,1,0.00
254559157,1,0.00
yyp19882010,1,0.00
785159630,1,0.00
595492691,1,0.00
w595492691,1,0.00
790674443,1,0.00
welcometocisco,1,0.00
cx134705111012,1,0.00
134705111012,1,0.00
vvbnfddgfdgfdg,1,0.00
zhaojife,1,0.00
luysys,1,0.00
zhouqjxcc,1,0.00
369400151,1,0.00
844298212,1,0.00
cdxj,1,0.00
yyp19882008,1,0.00
laskite,1,0.00
laskite1,1,0.00
ycx444350840,1,0.00
444350840,1,0.00
414648361,1,0.00
caozhenlaji,1,0.00
64500944,1,0.00
dujun123456,1,0.00
165388328,1,0.00
czy19880322,1,0.00
duangentian,1,0.00
lllrrrzx,1,0.00
sunnytyj,1,0.00
atgfgdypm,1,0.00
huanqiugongye,1,0.00
guoxiaoyuan,1,0.00
guoxiaoyuan121,1,0.00
h20100213,1,0.00
283215707,1,0.00
zhang283215707,1,0.00
daniu2723110,1,0.00
2723110,1,0.00
gantong2005,1,0.00
gantong,1,0.00
718910,1,0.00
niujun7663,1,0.00
13973822684,1,0.00
udmage,1,0.00
5155292,1,0.00
hxm2zsl,1,0.00
zhaoliangan,1,0.00
songbiandian,1,0.00
liumeiyi,1,0.00
starce,1,0.00
hardway,1,0.00
renxuan,1,0.00
19877875,1,0.00
wksn,1,0.00
wksn2000,1,0.00
hopestone,1,0.00
625265460,1,0.00
xiaowaiwww,1,0.00
aisoft,1,0.00
aisoft_168,1,0.00
zhangjinpeng,1,0.00
hjmxjx,1,0.00
qiubiao8244,1,0.00
semao360,1,0.00
luo112345678,1,0.00
112345678,1,0.00
toptouch,1,0.00
shuang6551,1,0.00
6551,1,0.00
whhl,1,0.00
changhui198529,1,0.00
910108,1,0.00
6363729,1,0.00
yuziqiang,1,0.00
sxczgsyhm,1,0.00
cynq,1,0.00
simoon,1,0.00
675481591,1,0.00
sweet_tyg_haier,1,0.00
xingzheduxing,1,0.00
thedavid,1,0.00
hdzjk,1,0.00
670777580,1,0.00
772350224,1,0.00
406034746,1,0.00
wangyanxia,1,0.00
tantaixiao,1,0.00
orientropy,1,0.00
zhangyanhu,1,0.00
q2241961,1,0.00
2241961,1,0.00
waesz,1,0.00
waesz234,1,0.00
zch7224677,1,0.00
7224677,1,0.00
niningzhong,1,0.00
wuzhentang,1,0.00
792831578,1,0.00
sunsick006,1,0.00
sunsick,1,0.00
abox,1,0.00
zifuzlb,1,0.00
kaho1988,1,0.00
3202895,1,0.00
0812105668,1,0.00
8234813,1,0.00
339774966,1,0.00
420222193,1,0.00
kkmied,1,0.00
uljft,1,0.00
8929125,1,0.00
qq8929125,1,0.00
r333r297,1,0.00
104189652,1,0.00
w104189652,1,0.00
5812187,1,0.00
592417001,1,0.00
zhyjjzs,1,0.00
1250512158,1,0.00
oujinwen,1,0.00
ybbddwfn,1,0.00
335896467,1,0.00
yangjun2000,1,0.00
445133932,1,0.00
2009201913,1,0.00
8471856,1,0.00
8290335,1,0.00
wszdr,1,0.00
fjwxw,1,0.00
1245660199,1,0.00
nealkane,1,0.00
6213329,1,0.00
942324162,1,0.00
xl851005,1,0.00
blackboy8080,1,0.00
174181037,1,0.00
qazqaz741741,1,0.00
2090500,1,0.00
caoling45689593,1,0.00
45689593,1,0.00
hslycool,1,0.00
yantouer,1,0.00
540897200,1,0.00
dengliuqin,1,0.00
294652508,1,0.00
zsqaihuan,1,0.00
594458472,1,0.00
sh25870161,1,0.00
25870161,1,0.00
wrui,1,0.00
gaosai,1,0.00
buymnpk,1,0.00
buymnpk1,1,0.00
sshanshan,1,0.00
aobamaniubi,1,0.00
517442636,1,0.00
xiaohuiwu,1,0.00
78086862,1,0.00
602309456,1,0.00
2hjm,1,0.00
wangjunhello,1,0.00
chx871122,1,0.00
wyedu,1,0.00
092728,1,0.00
yongzhi092728,1,0.00
11886638,1,0.00
54721928,1,0.00
fengtong,1,0.00
36777,1,0.00
fengtong36777,1,0.00
xieyijun,1,0.00
wannago,1,0.00
328719,1,0.00
g5373119,1,0.00
grwhappy,1,0.00
13808232634,1,0.00
sr13808232634,1,0.00
517984083,1,0.00
3395627,1,0.00
zdy19870705,1,0.00
yuiasd,1,0.00
176226546,1,0.00
lnwb,1,0.00
66915035,1,0.00
00154,1,0.00
weibaoer,1,0.00
112319230,1,0.00
show_545,1,0.00
jinweihj,1,0.00
576434231,1,0.00
pengjunran,1,0.00
sxb1990210,1,0.00
qzxy,1,0.00
another007,1,0.00
pingping1100,1,0.00
qingzi1107,1,0.00
1981517,1,0.00
tjm1981517,1,0.00
zwenj,1,0.00
8521835,1,0.00
270115399,1,0.00
dangzhong,1,0.00
445423059,1,0.00
liumengnan,1,0.00
woshibulu,1,0.00
xindream,1,0.00
xindream000,1,0.00
zsjh,1,0.00
a1040811042,1,0.00
1040811042,1,0.00
47453249,1,0.00
fengzixueer,1,0.00
5876239,1,0.00
huolinbao5876239,1,0.00
20050310,1,0.00
lanse520xinling,1,0.00
wo5552426,1,0.00
5552426,1,0.00
hongjun1988,1,0.00
85665566,1,0.00
qqdaohao,1,0.00
961919694,1,0.00
dgp770821,1,0.00
yangao521,1,0.00
daerba88,1,0.00
daerba,1,0.00
momonjile,1,0.00
48352860,1,0.00
mali2327201,1,0.00
2327201,1,0.00
jfa,1,0.00
917382465,1,0.00
fl917382465,1,0.00
cpan,1,0.00
wycaigxy,1,0.00
wycaigxy1976,1,0.00
honglinlin,1,0.00
mazhitao,1,0.00
ludian,1,0.00
whan0213,1,0.00
lilang1211,1,0.00
h5373119,1,0.00
382051316,1,0.00
xiongl,1,0.00
yunwu1974,1,0.00
niuniush,1,0.00
250563527,1,0.00
wanghai1001,1,0.00
ykun,1,0.00
ykun12345,1,0.00
gone123456,1,0.00
wenhao4636,1,0.00
avatar11,1,0.00
573056201,1,0.00
hjrhjrhjr,1,0.00
j5373119,1,0.00
chenling2545,1,0.00
593746248,1,0.00
gongjiahong,1,0.00
gufengli4,1,0.00
gufengli,1,0.00
dollar815,1,0.00
aj0603168,1,0.00
0603168,1,0.00
cdefg,1,0.00
dsfadsfdasfadfasdf,1,0.00
1031131062,1,0.00
09232271,1,0.00
asd09232271,1,0.00
88965523,1,0.00
sek300cc,1,0.00
417637313,1,0.00
02506,1,0.00
koro02506,1,0.00
koro,1,0.00
445644686,1,0.00
womfkso,1,0.00
agilentvee,1,0.00
dandyfang,1,0.00
tcwjx,1,0.00
tcwjx111,1,0.00
06442,1,0.00
peng06442,1,0.00
511988356,1,0.00
dhx898261,1,0.00
898261,1,0.00
wzjfoxconn,1,0.00
qianyouyu,1,0.00
aliyungang,1,0.00
junrong,1,0.00
83856038,1,0.00
07150920,1,0.00
macc,1,0.00
nkhts,1,0.00
wsczq,1,0.00
wangsanger,1,0.00
yuanhao9258,1,0.00
626397591,1,0.00
0103618,1,0.00
13326301069,1,0.00
keqian85,1,0.00
10326241,1,0.00
923400269,1,0.00
187028744,1,0.00
hsyhf2008,1,0.00
hsyhf,1,0.00
liuning19871019,1,0.00
wylalian,1,0.00
282472367,1,0.00
wwwhao123o,1,0.00
21061130,1,0.00
laowu606,1,0.00
921354701,1,0.00
xltk,1,0.00
xltk1234,1,0.00
tixianglovemetoo,1,0.00
lzmwhyln,1,0.00
xzhxy,1,0.00
xzhxy124,1,0.00
bluevivian001,1,0.00
bluevivian,1,0.00
besomebody,1,0.00
szm860517,1,0.00
455516905,1,0.00
dghsdhsd,1,0.00
sdforest,1,0.00
jixiying1982,1,0.00
jixiying,1,0.00
721372820,1,0.00
205898,1,0.00
hbzqc,1,0.00
854406039,1,0.00
panxuebo,1,0.00
mimihuhu123,1,0.00
a834366916,1,0.00
834366916,1,0.00
cdewq519,1,0.00
cdewq,1,0.00
plm12345,1,0.00
a8675765,1,0.00
8675765,1,0.00
caitongjing,1,0.00
seniorp,1,0.00
563664632,1,0.00
heng5255545,1,0.00
5255545,1,0.00
178352,1,0.00
sun178352,1,0.00
3187681,1,0.00
shen3187681,1,0.00
6455858,1,0.00
w6455858,1,0.00
wxcdtdcq,1,0.00
348862456,1,0.00
420197110,1,0.00
77808199,1,0.00
freedom28k,1,0.00
252216289,1,0.00
lihuihot,1,0.00
zzcjcn456,1,0.00
yjqrmpyg,1,0.00
waterfall,1,0.00
jevons1977,1,0.00
liaoerjun,1,0.00
liaoerjun800914,1,0.00
csf6631330,1,0.00
6631330,1,0.00
767921200,1,0.00
a767921200,1,0.00
aiseqing,1,0.00
445486478,1,0.00
6595032,1,0.00
qw6595032,1,0.00
ljblldm,1,0.00
flierzhang,1,0.00
lianggong,1,0.00
whyuntian,1,0.00
403208,1,0.00
ab403208,1,0.00
wenqianren,1,0.00
yuechuji,1,0.00
764953637,1,0.00
15817470330,1,0.00
javahubeiwuhan,1,0.00
harryandlj,1,0.00
117203402,1,0.00
15179578998,1,0.00
iaihc068,1,0.00
chb19890713,1,0.00
cncdsoft,1,0.00
123412580,1,0.00
tdcqwxcd,1,0.00
357335,1,0.00
wzg357335,1,0.00
yypzgqqq,1,0.00
xuhuajun123,1,0.00
xuhuajun,1,0.00
yhs851113,1,0.00
woainiss,1,0.00
woainiss250,1,0.00
404484315,1,0.00
876611,1,0.00
lizaliao,1,0.00
lizaliao26,1,0.00
acduacdu,1,0.00
2115817,1,0.00
398717106,1,0.00
hq844755788,1,0.00
844755788,1,0.00
13788630469,1,0.00
502526zhao,1,0.00
502526,1,0.00
zhj6500,1,0.00
zhliy,1,0.00
zhougj,1,0.00
zhangsit,1,0.00
zhangyicosco,1,0.00
zhangtao981,1,0.00
5560135,1,0.00
zhaohaijun,1,0.00
zhuang2010,1,0.00
gn00792000,1,0.00
00792000,1,0.00
879943992,1,0.00
gongyajie,1,0.00
rootdennis,1,0.00
15248955650,1,0.00
tfzx,1,0.00
751307121,1,0.00
365910990,1,0.00
cplxin,1,0.00
xxsmdzd,1,0.00
gzrc,1,0.00
751190181,1,0.00
690747430,1,0.00
heqinaizy,1,0.00
amandahao,1,0.00
zulalalala,1,0.00
abdc1230,1,0.00
heigirlyoxi,1,0.00
bingya,1,0.00
bingya1111,1,0.00
124498650,1,0.00
gtxdzb,1,0.00
seujjn123,1,0.00
seujjn,1,0.00
andyz,1,0.00
jingshuizhai,1,0.00
86874043,1,0.00
547725211,1,0.00
202991231,1,0.00
czl202991231,1,0.00
linchuting,1,0.00
182313394,1,0.00
siriuscd,1,0.00
hbjsyjzj,1,0.00
qq1105199398,1,0.00
1105199398,1,0.00
41363278,1,0.00
2112485,1,0.00
32556552,1,0.00
477933739,1,0.00
62689595,1,0.00
lbyl,1,0.00
wbk198837,1,0.00
zhamanhua,1,0.00
zhangancheng8888,1,0.00
kedaliu,1,0.00
lizhilinqq,1,0.00
ifengfengfeng,1,0.00
80306,1,0.00
928178359,1,0.00
wenquan2010,1,0.00
tongshun,1,0.00
zslsww99,1,0.00
zslsww,1,0.00
12300584,1,0.00
aanana1314,1,0.00
aanana,1,0.00
woaizly,1,0.00
yuxiangyu,1,0.00
lhwu2000,1,0.00
lhwu,1,0.00
wrclcl,1,0.00
1394041229,1,0.00
liuchuanben,1,0.00
liuchuanben888,1,0.00
lixiaominh,1,0.00
80609414,1,0.00
411325,1,0.00
cd411325,1,0.00
wsj910316,1,0.00
wanghongchao,1,0.00
liyoubing,1,0.00
wyeshidao,1,0.00
8625468,1,0.00
wxj19810,1,0.00
490283552,1,0.00
lovecayl,1,0.00
freeyuguo,1,0.00
hyjwdhxxwjr,1,0.00
434749345,1,0.00
fulizhi,1,0.00
xingxboy,1,0.00
lan136215,1,0.00
136215,1,0.00
921711998,1,0.00
2596916,1,0.00
b2596916,1,0.00
haepsongyf,1,0.00
673285318,1,0.00
syr123456,1,0.00
cj870807,1,0.00
rabbit325,1,0.00
hyong0713,1,0.00
888005,1,0.00
4501456,1,0.00
zlp4501456,1,0.00
515935722,1,0.00
zjyihs,1,0.00
fgwnrothir,1,0.00
360467585,1,0.00
slxslxlyllyl,1,0.00
fksy,1,0.00
b2598472,1,0.00
2598472,1,0.00
shiming0501,1,0.00
chchpei,1,0.00
a6215922,1,0.00
6215922,1,0.00
huinan2006,1,0.00
huilm1111,1,0.00
kcit,1,0.00
kcit2008,1,0.00
ambrish,1,0.00
869828334,1,0.00
gloriagaogao,1,0.00
ilovezhang1985,1,0.00
ilovezhang,1,0.00
qqqqqqqaaaz,1,0.00
mayrosesisi,1,0.00
guojinchengs,1,0.00
546766,1,0.00
aa546766,1,0.00
chjiecn,1,0.00
chjiecn313,1,0.00
jatian,1,0.00
wobuaini7878556,1,0.00
101021321,1,0.00
ayonggaa,1,0.00
541902,1,0.00
songhoutuan,1,0.00
594606610,1,0.00
a6181314,1,0.00
6181314,1,0.00
xgd750612,1,0.00
750612,1,0.00
bazooka5216,1,0.00
68516920,1,0.00
luosonglin,1,0.00
78758049,1,0.00
linntan,1,0.00
tanjun923,1,0.00
4546586,1,0.00
a4546586,1,0.00
393598179,1,0.00
xiakelin,1,0.00
lyfyq,1,0.00
5980759,1,0.00
sd5980759,1,0.00
gychen1987614,1,0.00
lubhan2002,1,0.00
lubhan,1,0.00
a9703035,1,0.00
9703035,1,0.00
630998124,1,0.00
905806664,1,0.00
522526054,1,0.00
nizdwssma,1,0.00
wodeyy,1,0.00
cafe1986,1,0.00
cafe,1,0.00
65962816,1,0.00
hjjhjkll,1,0.00
xrj2010z,1,0.00
mengqiao,1,0.00
cuilq,1,0.00
woshiheifetz,1,0.00
mozixiao,1,0.00
cout,1,0.00
540034721,1,0.00
yinjunwu95,1,0.00
yinjunwu,1,0.00
xiaotaoling,1,0.00
110618062,1,0.00
735643246,1,0.00
costeel,1,0.00
mayuqiang2,1,0.00
gyf111111,1,0.00
513007150,1,0.00
13822776688,1,0.00
b13822776688,1,0.00
vanaivan,1,0.00
shiqiyao,1,0.00
wmy19900810,1,0.00
pepsi0202,1,0.00
ruixiang16888,1,0.00
135240,1,0.00
hhhfffsss,1,0.00
insonmia,1,0.00
hjm6554169,1,0.00
6554169,1,0.00
06281201,1,0.00
594046128,1,0.00
545649087,1,0.00
pscqll,1,0.00
13770128082,1,0.00
chenweiji,1,0.00
276930463,1,0.00
53494552,1,0.00
12519570,1,0.00
sun19911117,1,0.00
674589621,1,0.00
hehe5771197,1,0.00
5771197,1,0.00
1054040509,1,0.00
yinjz,1,0.00
sunying123,1,0.00
qayb,1,0.00
qayb11982,1,0.00
a894665877,1,0.00
894665877,1,0.00
abcd55555a,1,0.00
laolelaole,1,0.00
610123913,1,0.00
h53101779,1,0.00
qq2992828,1,0.00
2992828,1,0.00
li4565484,1,0.00
4565484,1,0.00
maon,1,0.00
mojianfeng,1,0.00
582366143,1,0.00
82346803,1,0.00
663998751,1,0.00
testmore333,1,0.00
testmore,1,0.00
911026,1,0.00
jll911026,1,0.00
ld168168,1,0.00
8103184,1,0.00
divingnoregret,1,0.00
qfuren,1,0.00
20645670,1,0.00
chezhihua521,1,0.00
chezhihua,1,0.00
2551413,1,0.00
z810604148,1,0.00
810604148,1,0.00
154766471,1,0.00
xd990123,1,0.00
2933217,1,0.00
252585180,1,0.00
68361760,1,0.00
kedadong,1,0.00
likuanxing,1,0.00
200891246,1,0.00
x200891246,1,0.00
5231911,1,0.00
107552520,1,0.00
4910650,1,0.00
c4910650,1,0.00
wanghuiboss,1,0.00
990285551,1,0.00
54430803,1,0.00
pbwlyy,1,0.00
b0408521,1,0.00
0408521,1,0.00
libie5736,1,0.00
libie,1,0.00
63859650,1,0.00
75366117,1,0.00
635062478,1,0.00
q0321214,1,0.00
0321214,1,0.00
ydsabc,1,0.00
ydsabc2002,1,0.00
subleo,1,0.00
subleo111,1,0.00
a1530lly,1,0.00
721101,1,0.00
zhangyu343,1,0.00
327883476,1,0.00
nail131420,1,0.00
5817,1,0.00
82826595,1,0.00
3353669,1,0.00
a3353669,1,0.00
6520199,1,0.00
asd6520199,1,0.00
379806883,1,0.00
elfyh,1,0.00
diwa,1,0.00
linbinhua,1,0.00
65207366,1,0.00
j98989898,1,0.00
zhuwenjue,1,0.00
1008610011,1,0.00
258219579,1,0.00
1134208,1,0.00
15181970465,1,0.00
jyglang,1,0.00
liuribao,1,0.00
hejianlover,1,0.00
kpf7691288,1,0.00
7691288,1,0.00
ksanasalo,1,0.00
370067684,1,0.00
lm880427,1,0.00
13189898388,1,0.00
eagle000000,1,0.00
sqbb,1,0.00
sqbb1223,1,0.00
kanuki,1,0.00
kanuki0000,1,0.00
260327579,1,0.00
qq315423,1,0.00
npcwb,1,0.00
liu6324258,1,0.00
6324258,1,0.00
lf170810,1,0.00
170810,1,0.00
comslala,1,0.00
245168448,1,0.00
wugongxian,1,0.00
szshaozheng,1,0.00
babyfrank,1,0.00
liulian19870828,1,0.00
nanaforever,1,0.00
buddyu,1,0.00
316620,1,0.00
zhangqqqq12345,1,0.00
zhangqqqq,1,0.00
2010219201,1,0.00
leiyuting,1,0.00
h463032087,1,0.00
86585114,1,0.00
164628522,1,0.00
woshichenych,1,0.00
peakzxc1122,1,0.00
hechuang1111,1,0.00
wwq1151251426,1,0.00
1151251426,1,0.00
xytiger,1,0.00
xytiger1997,1,0.00
wufangjian,1,0.00
2007214049,1,0.00
huangli1126,1,0.00
clare0235,1,0.00
luyong356,1,0.00
liss1986,1,0.00
joxjm,1,0.00
573183814,1,0.00
pengfei2054,1,0.00
zhangsai1990,1,0.00
gymgyfwr,1,0.00
2007770506,1,0.00
80123060,1,0.00
2009318017,1,0.00
shenkaige,1,0.00
lovepang,1,0.00
949339742,1,0.00
373768612,1,0.00
xiaohei20100,1,0.00
2618523,1,0.00
zjm2618523,1,0.00
shxl,1,0.00
jasnaibao,1,0.00
yalin161815,1,0.00
161815,1,0.00
keqi0002,1,0.00
kingkteking,1,0.00
410014338,1,0.00
apple8989,1,0.00
borlandfar,1,0.00
caoyun23,1,0.00
mypw,1,0.00
wuchengjun,1,0.00
5885895,1,0.00
th731029,1,0.00
csscndri,1,0.00
921308210,1,0.00
qingzi921308210,1,0.00
266600,1,0.00
wcs720914,1,0.00
chang790422,1,0.00
zhangmingqiang,1,0.00
zhukejin,1,0.00
huhebate,1,0.00
269954581,1,0.00
dwtwoaini,1,0.00
lvzhonghua,1,0.00
yingzilixianhui,1,0.00
baoliandeng,1,0.00
wwj881123,1,0.00
luzhanhui,1,0.00
yujunhong1987313,1,0.00
longnininini,1,0.00
8522414,1,0.00
dh8522414,1,0.00
2578105,1,0.00
lyjunx,1,0.00
fljwjh,1,0.00
wenzhuang,1,0.00
rlsrmsfb,1,0.00
yangxianf789,1,0.00
feng3675,1,0.00
liaoyoude,1,0.00
xuhaotang,1,0.00
83407503,1,0.00
a83407503,1,0.00
595661036,1,0.00
11324381,1,0.00
sxfwar123,1,0.00
xeniavaleria,1,0.00
13111792788,1,0.00
zjdsqrg,1,0.00
yeadon,1,0.00
sanjiaomao001,1,0.00
zhuqinguo,1,0.00
s6800020,1,0.00
6800020,1,0.00
shenledan,1,0.00
testdirector,1,0.00
testdirector.0129,1,0.00
649549754,1,0.00
1021997829,1,0.00
20031721,1,0.00
zlove9781,1,0.00
baogeg,1,0.00
baogeg1013,1,0.00
821815665,1,0.00
75660494,1,0.00
475762317,1,0.00
4551,1,0.00
feng4551,1,0.00
772125568,1,0.00
liqing6969,1,0.00
8000056984,1,0.00
dellxie,1,0.00
dellxie20100128,1,0.00
106972858,1,0.00
cmmbyue,1,0.00
10020320,1,0.00
lujiecheng,1,0.00
lxlws,1,0.00
lovelyxuehanxin1,1,0.00
lovelyxuehanxin,1,0.00
75621893,1,0.00
liuyouyao,1,0.00
whatvery,1,0.00
leitest012,1,0.00
tiankong125,1,0.00
lqs291342,1,0.00
291342,1,0.00
fang123feng,1,0.00
19681026,1,0.00
yangyang303jp,1,0.00
chenrong8299,1,0.00
szpszpszp,1,0.00
y1151072895,1,0.00
1151072895,1,0.00
loveyankan,1,0.00
zhanglinlin110,1,0.00
xiaonie521,1,0.00
mason0909,1,0.00
haerbinhit,1,0.00
haerbinhit1981,1,0.00
fengyao701,1,0.00
liuqiang685,1,0.00
271919424,1,0.00
yaminamm,1,0.00
654121048,1,0.00
jinjinft,1,0.00
80110,1,0.00
526034714,1,0.00
qiqi198711250630,1,0.00
198711250630,1,0.00
weiyaqing,1,0.00
weiyaqing2008,1,0.00
2217865,1,0.00
zml790608,1,0.00
a3759007,1,0.00
mrong,1,0.00
yuan_mrong,1,0.00
4591,1,0.00
joan4591,1,0.00
505908293,1,0.00
zjhhz,1,0.00
zjhhz17909,1,0.00
mujunhao,1,0.00
mujunhao1986,1,0.00
liuzt1982,1,0.00
279890023,1,0.00
qiuyuzsd,1,0.00
01227278824,1,0.00
suchaoxin,1,0.00
slxi2010,1,0.00
slxi,1,0.00
cgsok,1,0.00
sj756666,1,0.00
756666,1,0.00
252905817,1,0.00
403055468,1,0.00
ahuei,1,0.00
ahuei16888,1,0.00
sa887744,1,0.00
887744,1,0.00
wyrj,1,0.00
wyrj123456,1,0.00
wsjinfeng,1,0.00
112254,1,0.00
8321949,1,0.00
zanhsieh,1,0.00
hjy19860124,1,0.00
a7535671,1,0.00
7535671,1,0.00
347359718,1,0.00
